film_screening,film_creator,film_title,film_duration_human,film_filename,film_vimeo,film_url
13:39,Eugene Deslaw,La marche des machines AKA March of the Machines,5′,Deslaw-Eugene_La-Marche-des-Machines_1927.mp4,https://player.vimeo.com/video/133248479,http://ubuvideo.memoryoftheworld.org/Deslaw-Eugene_La-Marche-des-Machines_1927.mp4
13:44,Jack Goldstein,A White Dove,50″,Goldstein-Jack_White-Dove_1975.mp4,https://player.vimeo.com/video/125837436,http://ubuvideo.memoryoftheworld.org/Goldstein-Jack_White-Dove_1975.mp4
13:45,David Maljkovic,Scene for New Heritage #1 (2004),4′,Maljkovic_Scenes-For-A-New-Heritage-No.1_2004.mp4,https://player.vimeo.com/video/127948295,http://ubuvideo.memoryoftheworld.org/Maljkovic_Scenes-For-A-New-Heritage-No.1_2004.mp4
13:49,Cory Arcangel,I Shot Andy Warhol (2002),1′,Arcangel-Cory_I-Shot-Andy-Warhol_2002.mp4,https://player.vimeo.com/video/122679628,http://ubuvideo.memoryoftheworld.org/Arcangel-Cory_I-Shot-Andy-Warhol_2002.mp4
13:51,Kurt Kren,1967 - 1667 20. September,6′,Kren-Kurt_1967_16-67_20-September.mp4,https://player.vimeo.com/video/126884871,http://ubuvideo.memoryoftheworld.org/Kren-Kurt_1967_16-67_20-September.mp4
13:58,Alfred Leslie,Alfred Leslie & Frank O'Hara - The Last Clean Shirt (1964),13′,Leslie-Alfred_The-Last-Clean-Shirt_1964.mp4,https://player.vimeo.com/video/127784684,http://ubuvideo.memoryoftheworld.org/Leslie-Alfred_The-Last-Clean-Shirt_1964.mp4
14:11,Richard Serra,Railroad Turnbridge (1976),16′,Serra-Richard_Railroad-Turnbridge_1976.mp4,https://player.vimeo.com/video/131732958,http://ubuvideo.memoryoftheworld.org/Serra-Richard_Railroad-Turnbridge_1976.mp4
14:28,Rivane Neuenschwander,"The Tenant  (2010), with Cao Guimarães",10′,Neuenschwander-Rivane_The-Tenant-withCaoGuimaraes.mp4,https://player.vimeo.com/video/170115998,http://ubuvideo.memoryoftheworld.org/Neuenschwander-Rivane_The-Tenant-withCaoGuimaraes.mp4
14:38,Rodney Graham,How I Became a Ramblin' Man  (1997),9′,Graham-Rodney_How-I-Became-a-Ramblin-Man_1999.iphone.m4v,https://player.vimeo.com/video/134068448,http://ubuvideo.memoryoftheworld.org/Graham-Rodney_How-I-Became-a-Ramblin-Man_1999.iphone.m4v
14:47,Richard Serra,Surprise Attack (1973),2′,Serra-Richard_SurpriseAttack_1973.mp4,https://player.vimeo.com/video/131732960,http://ubuvideo.memoryoftheworld.org/Serra-Richard_SurpriseAttack_1973.mp4
14:49,Jean Tinguely,Sculpture Mouvante - Jean Tinguely (1981),14′,Tinguely-Jean_Sculpture-Mouvante_1981.mp4,https://player.vimeo.com/video/132247406,http://ubuvideo.memoryoftheworld.org/Tinguely-Jean_Sculpture-Mouvante_1981.mp4
15:03,Bruce Nauman,Gauze  (1969),9′,Nauman-Bruce_Gauze.mp4,https://player.vimeo.com/video/121815717,http://ubuvideo.memoryoftheworld.org/Nauman-Bruce_Gauze.mp4
15:13,Rosemary Trockel,Liquefaction (2003),7′,Trockel-Rosemarie_Liquefaction.mov,https://player.vimeo.com/video/233052484,http://ubuvideo.memoryoftheworld.org/Trockel-Rosemarie_Liquefaction.mov
15:20,Rashid Johnson,,10′,Johnson-Rashid_The-New-Black-Yoga.mp4,https://player.vimeo.com/video/187284041,http://ubuvideo.memoryoftheworld.org/Johnson-Rashid_The-New-Black-Yoga.mp4
15:31,Yin-Ju Chen & James T. Hong,,5′,Chen-Yin-Ju_Hong-James-T_Suprematist-Kapital_2006.mp4,https://player.vimeo.com/video/124052720,http://ubuvideo.memoryoftheworld.org/Chen-Yin-Ju_Hong-James-T_Suprematist-Kapital_2006.mp4
15:36,Joris Ivens,Regen,11′,Ivens-Joris_Regen_1929.mp4,https://player.vimeo.com/video/126876981,http://ubuvideo.memoryoftheworld.org/Ivens-Joris_Regen_1929.mp4
